,state,customer_lifetime_value,education,gender,income,monthly_premium_auto,number_of_open_complaints,policy_type,total_claim_amount,vehicle_class,sales_channel,response
311,arizona,8433.228985,bachelor,male,57961,72,0.0,personal auto,38.513959,two-door car,agent,no
312,california,9657.579498,high school or below,male,0,131,0.0,corporate auto,628.8,suv,agent,yes
313,arizona,7559.206998,college,male,0,119,1.0,corporate auto,964.51598,four-door car,call center,no
314,california,5755.18214,high school or below,female,97657,71,0.0,personal auto,107.325235,two-door car,branch,no
315,nevada,2868.598866,college,female,40046,73,0.0,personal auto,118.509791,four-door car,agent,no
316,california,8256.2978,bachelor,female,62902,69,0.0,personal auto,159.383042,two-door car,web,yes
317,california,6595.101921,bachelor,male,0,105,2.0,personal auto,847.717402,four-door car,web,no
318,california,8725.292767,bachelor,male,69772,112,0.0,personal auto,537.6,four-door car,branch,no
319,arizona,3444.171166,bachelor,female,0,93,0.0,corporate auto,7.991571,four-door car,agent,no
320,california,5217.513287,bachelor,female,39854,66,0.0,personal auto,261.930545,two-door car,web,yes
321,,4260.33573,college,male,26991,119,0.0,corporate auto,856.8,suv,branch,
322,arizona,2769.252177,bachelor,male,40506,70,0.0,personal auto,113.724707,four-door car,call center,no
323,,2933.960426,college,male,0,83,0.0,personal auto,199.851201,four-door car,call center,
324,california,11124.60499,bachelor,male,0,112,0.0,personal auto,806.4,two-door car,agent,no
325,washington,5394.703229,bachelor,male,65978,67,0.0,corporate auto,251.795869,two-door car,branch,no
326,california,2816.756002,bachelor,male,42937,71,0.0,corporate auto,251.779842,two-door car,call center,no
327,oregon,2585.206268,college,female,28137,65,0.0,personal auto,312.0,two-door car,web,no
328,oregon,4236.84292,bachelor,male,14476,113,0.0,corporate auto,542.4,sports car,branch,no
329,,2544.969754,college,male,91169,65,,personal auto,139.745936,two-door car,call center,
330,washington,34708.87261,college,male,0,109,0.0,personal auto,718.700718,sports car,agent,no
331,california,3034.646997,college,male,68205,76,0.0,personal auto,99.382943,two-door car,branch,no
332,nevada,7844.252972,bachelor,female,0,102,0.0,personal auto,273.945412,suv,web,no
333,oregon,3259.885006,college,male,52782,85,4.0,personal auto,541.093963,four-door car,agent,no
334,,4282.947971,college,female,40864,109,1.0,personal auto,166.937747,suv,agent,
335,arizona,2280.386988,college,female,0,61,0.0,personal auto,283.881697,four-door car,agent,no
336,nevada,5794.104234,bachelor,male,88370,74,1.0,personal auto,355.2,four-door car,agent,no
337,nevada,12520.97907,college,male,0,126,0.0,personal auto,907.2,suv,branch,no
338,oregon,4089.463358,college,female,60759,104,0.0,corporate auto,499.2,suv,branch,no
339,oregon,5771.610372,high school or below,female,65709,72,0.0,corporate auto,12.945127,four-door car,web,no
340,california,5133.635886,college,male,38795,65,0.0,personal auto,98.354737,four-door car,agent,no
341,nevada,2531.73969,college,male,31993,66,1.0,personal auto,39.627399,four-door car,branch,no
342,oregon,9756.044954,doctor,male,67632,121,0.0,personal auto,26.951627,sports car,branch,no
343,nevada,2329.459058,college,male,20934,61,1.0,personal auto,292.8,four-door car,branch,no
344,california,2514.59196,high school or below,female,43860,65,0.0,personal auto,156.124914,four-door car,agent,yes
345,california,4647.423581,bachelor,male,28314,121,0.0,personal auto,580.8,suv,agent,no
346,arizona,2719.506996,college,female,14030,72,0.0,personal auto,345.6,,branch,yes
347,,3280.457296,bachelor,female,63297,82,0.0,personal auto,251.756739,four-door car,web,
348,california,9976.24549,bachelor,male,74115,63,0.0,personal auto,275.349481,four-door car,branch,no
349,california,2738.001957,master,male,0,74,0.0,personal auto,263.365432,two-door car,branch,no
350,washington,2476.480866,college,female,47918,62,0.0,corporate auto,246.256648,two-door car,call center,no
351,washington,7250.029606,bachelor,male,0,69,0.0,personal auto,496.8,two-door car,call center,no
352,washington,5504.139033,bachelor,female,0,73,0.0,corporate auto,350.4,four-door car,call center,yes
353,nevada,3776.665506,college,female,68727,94,0.0,corporate auto,386.520235,two-door car,call center,no
354,arizona,8932.317753,high school or below,female,60909,112,0.0,personal auto,412.106287,suv,agent,no
355,california,6352.961129,high school or below,female,80587,78,0.0,personal auto,276.191729,four-door car,agent,no
356,oregon,3785.754787,bachelor,female,26318,96,0.0,personal auto,679.392372,two-door car,call center,no
357,oregon,12663.59666,master,female,27739,104,0.0,corporate auto,3.200851,four-door car,agent,no
358,california,12625.27947,bachelor,female,79421,104,0.0,personal auto,115.126739,four-door car,agent,no
359,california,4964.63152,college,male,52679,62,0.0,personal auto,117.998498,four-door car,agent,no
360,oregon,8658.863813,college,male,62464,109,0.0,personal auto,400.181882,sports car,agent,yes
361,washington,28119.28723,bachelor,female,68211,99,0.0,corporate auto,475.2,four-door car,branch,no
362,oregon,17435.68167,bachelor,female,54105,73,2.0,personal auto,350.4,two-door car,web,no
363,oregon,5553.362689,bachelor,male,0,89,1.0,personal auto,640.8,two-door car,agent,no
364,oregon,3996.772165,college,female,46210,100,0.0,personal auto,46.315771,suv,agent,no
365,oregon,4911.002585,college,male,32903,64,3.0,personal auto,98.33116,four-door car,web,no
366,oregon,5174.081063,high school or below,female,88081,64,0.0,personal auto,82.483947,four-door car,branch,no
367,california,2499.036551,master,female,28264,63,,corporate auto,364.622773,,agent,no
368,oregon,2886.451602,high school or below,female,10312,78,0.0,personal auto,486.278557,four-door car,agent,yes
369,california,15122.99194,bachelor,female,0,72,0.0,personal auto,518.4,two-door car,agent,no
370,oregon,9517.07801,bachelor,female,0,87,0.0,personal auto,417.6,four-door car,agent,no
371,california,4772.931526,high school or below,male,15323,128,0.0,personal auto,614.4,suv,agent,no
372,california,3966.129505,college,male,72439,100,1.0,personal auto,480.0,suv,web,no
373,arizona,2750.705045,college,male,51789,70,0.0,personal auto,336.0,four-door car,call center,no
374,washington,2175.740021,college,female,0,61,0.0,personal auto,479.097472,four-door car,web,no
375,california,8663.919296,high school or below,female,29218,72,0.0,personal auto,502.369442,four-door car,agent,no
376,washington,5200.22777,master,male,23401,66,0.0,personal auto,316.8,four-door car,web,no
377,oregon,27528.31132,high school or below,female,54586,76,0.0,personal auto,122.590766,two-door car,branch,no
378,arizona,4731.749346,college,male,69833,118,0.0,personal auto,828.662719,four-door car,agent,no
379,washington,4791.081559,college,female,29111,63,0.0,personal auto,302.4,four-door car,branch,no
380,oregon,3300.607083,bachelor,female,59592,84,0.0,personal auto,161.231812,four-door car,web,no
381,california,6189.994337,bachelor,male,59523,78,,personal auto,343.789779,four-door car,branch,no
382,california,2619.027206,high school or below,female,60477,65,0.0,corporate auto,139.841411,four-door car,agent,no
383,oregon,4049.807215,college,male,42512,105,1.0,personal auto,77.479316,four-door car,agent,no
384,washington,17684.65456,high school or below,female,82667,64,1.0,special auto,307.2,two-door car,branch,no
385,,17497.52201,college,male,0,73,0.0,personal auto,350.4,two-door car,agent,
386,washington,8018.503854,bachelor,female,58843,68,0.0,corporate auto,200.490816,two-door car,call center,no
387,california,5379.482798,college,female,24702,68,0.0,personal auto,214.91451,four-door car,web,no
388,california,4148.570285,bachelor,female,61896,104,0.0,personal auto,461.306722,suv,call center,no
389,oregon,11790.49617,college,male,25251,66,0.0,personal auto,316.8,four-door car,web,yes
390,oregon,7851.582939,high school or below,female,48943,65,0.0,corporate auto,105.068788,two-door car,web,no
391,oregon,2680.900678,college,female,41968,67,0.0,corporate auto,183.207703,four-door car,agent,no
392,washington,2981.875575,college,male,0,83,0.0,personal auto,582.679087,two-door car,web,no
394,arizona,4165.994433,high school or below,female,0,64,3.0,personal auto,575.890362,four-door car,agent,no
395,washington,5783.175676,college,male,72354,73,0.0,personal auto,13.949992,four-door car,agent,no
396,nevada,4904.894731,college,female,12902,139,0.0,corporate auto,667.2,sports car,agent,yes
397,california,22332.43946,college,male,49078,97,0.0,corporate auto,484.013411,,branch,yes
398,oregon,6615.815683,college,male,90414,83,1.0,personal auto,398.4,four-door car,call center,no
399,california,5352.218989,bachelor,male,93606,67,0.0,personal auto,321.6,four-door car,branch,no
400,arizona,8561.561976,high school or below,male,37759,108,0.0,corporate auto,518.4,suv,web,no
401,california,2798.834343,college,male,48675,71,1.0,corporate auto,340.8,four-door car,web,no
402,california,11663.98572,college,female,0,107,0.0,personal auto,513.6,four-door car,call center,no
403,,12280.76661,college,male,88340,102,0.0,personal auto,489.6,two-door car,branch,
404,,8160.689782,high school or below,female,0,109,0.0,personal auto,523.2,suv,web,
405,oregon,8714.922135,college,female,0,118,0.0,personal auto,566.4,suv,agent,yes
406,oregon,6900.951275,high school or below,female,0,92,0.0,personal auto,428.064465,two-door car,branch,no
407,california,14854.19552,college,male,37899,187,0.0,personal auto,246.993145,luxury suv,branch,no
408,arizona,2388.353882,bachelor,male,0,73,0.0,personal auto,677.970934,four-door car,web,no
409,california,8518.549119,doctor,female,0,112,1.0,personal auto,537.6,sports car,branch,no
410,oregon,6731.050335,high school or below,female,0,62,0.0,corporate auto,446.4,four-door car,agent,no
411,california,4064.107529,master,male,0,107,0.0,personal auto,513.6,sports car,branch,no
412,oregon,4477.45201,bachelor,female,41402,119,4.0,personal auto,571.2,sports car,branch,no
413,oregon,15173.96841,high school or below,female,22448,126,0.0,personal auto,604.8,suv,branch,no
414,california,2955.495724,doctor,female,56502,74,0.0,personal auto,355.2,four-door car,branch,no
415,arizona,4525.365839,bachelor,male,10269,65,0.0,personal auto,170.798204,two-door car,agent,no
416,arizona,2912.248444,college,female,93403,73,0.0,personal auto,295.224598,,web,no
417,california,5461.548993,high school or below,female,39626,69,,personal auto,485.705851,four-door car,agent,no
418,california,3061.052283,bachelor,male,56869,83,3.0,personal auto,269.406119,four-door car,agent,no
419,oregon,25807.063,college,female,71210,214,1.0,personal auto,1027.2,luxury car,branch,yes
420,california,8954.434101,college,male,34614,114,,personal auto,547.2,four-door car,branch,no
421,arizona,4633.101259,bachelor,male,0,70,0.0,personal auto,336.0,two-door car,agent,no
422,oregon,6647.846187,bachelor,female,0,65,0.0,personal auto,312.0,four-door car,web,no
423,washington,4951.656084,doctor,male,46896,62,1.0,personal auto,31.707317,four-door car,agent,no
424,washington,8522.759016,doctor,female,0,109,0.0,corporate auto,723.786607,suv,call center,no
425,california,4605.036646,college,female,22571,63,0.0,personal auto,302.4,four-door car,web,yes
426,nevada,5337.352409,bachelor,female,0,86,3.0,personal auto,619.2,,agent,no
427,washington,6689.022728,high school or below,male,56980,84,0.0,corporate auto,599.000883,two-door car,agent,yes
428,california,3412.566597,bachelor,male,30335,87,0.0,corporate auto,326.132867,four-door car,agent,no
429,oregon,2063.387895,college,female,0,64,3.0,personal auto,602.911057,four-door car,agent,no
430,,2393.915369,college,male,0,70,0.0,personal auto,425.266308,four-door car,branch,
431,nevada,4764.189722,high school or below,female,0,67,0.0,personal auto,405.527937,four-door car,web,no
432,nevada,2568.843396,bachelor,female,11167,73,,personal auto,350.4,two-door car,branch,no
433,california,4376.083958,bachelor,male,0,69,4.0,personal auto,331.2,two-door car,web,no
434,oregon,23594.6802,bachelor,male,76358,66,0.0,personal auto,86.461582,four-door car,agent,yes
435,oregon,8223.164916,bachelor,male,95102,101,,corporate auto,94.338814,four-door car,web,no
436,california,8490.284985,bachelor,male,28677,78,0.0,personal auto,131.515739,four-door car,agent,no
437,california,6183.185785,college,female,36464,78,0.0,personal auto,93.515817,four-door car,call center,no
438,california,12047.775,bachelor,female,43324,101,0.0,corporate auto,284.667612,two-door car,branch,no
439,california,8838.085637,bachelor,male,82664,114,3.0,personal auto,133.425609,suv,agent,yes
440,california,3548.071725,college,male,0,96,0.0,corporate auto,446.122702,four-door car,branch,no
441,oregon,6960.920371,college,male,74487,88,0.0,personal auto,16.711329,four-door car,call center,no
442,arizona,13736.1325,master,female,16181,181,0.0,personal auto,1261.319869,suv,web,yes
443,california,8438.463783,college,male,25539,112,0.0,personal auto,585.069825,suv,web,no
444,nevada,5096.673223,master,female,22886,65,0.0,personal auto,312.0,four-door car,agent,yes
445,california,12280.76661,college,male,88340,102,0.0,corporate auto,489.6,two-door car,branch,yes
446,washington,2926.5223,bachelor,female,23656,80,3.0,corporate auto,384.0,four-door car,branch,no
447,oregon,7851.901368,master,male,25950,66,0.0,personal auto,271.697529,two-door car,agent,no
448,california,2414.072446,high school or below,male,0,71,0.0,personal auto,511.2,,call center,no
449,oregon,10348.01348,high school or below,male,34244,87,2.0,personal auto,417.6,four-door car,branch,no
450,oregon,5894.907375,high school or below,female,39381,74,,personal auto,355.2,four-door car,branch,no
451,oregon,23086.36478,high school or below,female,69240,194,0.0,personal auto,744.769131,luxury suv,branch,no
452,california,8509.850887,master,male,26057,74,,personal auto,523.888845,four-door car,call center,yes
453,california,2503.660407,bachelor,male,53338,63,1.0,personal auto,35.45384,four-door car,agent,no
454,california,4200.373728,master,male,51510,106,0.0,personal auto,688.547375,four-door car,branch,no
455,,5363.528173,high school or below,female,64604,67,1.0,personal auto,272.445607,four-door car,web,
456,oregon,33279.77231,high school or below,female,59130,117,,corporate auto,436.533172,sports car,call center,no
